Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,21,530,Maj-NL,"San Diego,Washington",54,169,154,16,34,5,0,2,14,4,0,35,7,2,2,4,2,2,0.221,0.27,0.292,0.562,682928
Jos\xc3\xa9 Abreu,35,530,Maj-AL,Chicago,121,524,462,68,143,29,0,14,58,53,2,85,6,0,3,13,0,0,0.31,0.386,0.463,0.849,547989
Ronald Acuna Jr.,24,530,Maj-NL,Atlanta,89,400,345,55,94,17,0,10,32,43,2,93,9,0,3,5,25,10,0.273,0.365,0.409,0.774,660670
Willy Adames,26,530,Maj-NL,Milwaukee,100,439,398,60,88,18,0,24,70,36,0,118,1,0,4,8,5,2,0.221,0.285,0.447,0.732,642715
Riley Adams,26,530,Maj-NL,Washington,28,91,81,8,15,1,0,3,5,9,0,28,1,0,0,1,0,1,0.185,0.275,0.309,0.583,656180
Jo Adell,23,530,Maj-AL,Los Angeles,57,190,176,13,39,9,1,4,16,10,0,71,2,0,1,4,4,2,0.222,0.27,0.352,0.622,666176
Ehire Adrianza,32,544,Maj-NL,"Atlanta,Washington",34,100,89,7,16,3,0,0,7,9,0,24,1,0,1,2,1,0,0.18,0.26,0.214,0.474,501303
Jes\xc3\xbas Aguilar,32,530,Maj-NL,Miami,112,452,411,37,97,18,0,15,49,27,1,106,4,0,5,8,1,0,0.236,0.286,0.389,0.676,542583
Nick Ahmed,32,630,Maj-NL,Arizona,17,54,52,7,12,2,0,3,7,2,0,15,0,0,0,2,0,1,0.231,0.259,0.442,0.702,605113
Hanser Alberto,29,530,Maj-NL,Los Angeles,58,127,125,12,31,8,1,2,14,2,0,21,0,0,0,3,0,1,0.248,0.26,0.376,0.636,593643
Ozzie Albies,25,601,Maj-NL,Atlanta,62,263,242,34,59,15,0,8,33,15,0,46,2,0,4,0,3,5,0.244,0.289,0.405,0.694,645277
Sergio Alc\xc3\xa1ntara,25,533,Maj-NL,"Arizona,San Diego",69,156,142,19,30,5,1,3,17,8,0,36,1,2,3,3,0,2,0.211,0.253,0.324,0.577,642727
Jorge Alfaro,29,530,Maj-NL,San Diego,71,251,235,25,60,13,0,7,36,10,0,90,3,0,3,5,1,0,0.255,0.291,0.4,0.691,595751
Anthony Alford,27,652,Maj-NL,Pittsburgh,2,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,546990
Austin Allen,28,645,Maj-AL,Oakland,5,16,14,1,1,0,0,0,0,1,0,9,1,0,0,1,0,0,0.071,0.188,0.071,0.259,664119
Greg Allen,29,530,Maj-NL,Pittsburgh,27,89,78,11,14,3,0,1,5,9,0,24,2,0,0,2,6,0,0.18,0.281,0.256,0.537,656185
Nick Allen,23,531,Maj-AL,Oakland,63,197,181,18,37,8,0,3,11,14,0,38,1,1,0,4,1,2,0.204,0.265,0.298,0.564,669397
Albert Almora,28,534,Maj-NL,Cincinnati,63,231,212,25,48,10,1,5,29,16,0,45,1,1,1,9,3,2,0.226,0.283,0.354,0.636,546991
Pete Alonso,27,530,Maj-NL,New York,124,531,463,71,125,23,0,30,102,50,14,103,10,0,8,14,3,1,0.27,0.348,0.514,0.862,624413
Jos\xc3\xa9 Altuve,32,530,Maj-AL,Houston,106,457,399,69,111,27,0,20,44,49,1,67,8,0,1,11,12,1,0.278,0.368,0.496,0.864,514888
Jos\xc3\xa9 Alvarado,27,597,Maj-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621237
Eddy Alvarez,32,585,Maj-NL,Los Angeles,14,27,25,1,4,0,0,0,3,0,0,9,0,1,1,1,1,0,0.16,0.154,0.16,0.314,657193
Yordan \xc3\x81lvarez,25,530,Maj-AL,Houston,105,437,365,77,108,16,2,31,79,62,7,88,4,0,6,10,1,1,0.296,0.398,0.606,1.004,670541
Brian Anderson,29,530,Maj-NL,Miami,64,245,214,30,53,13,1,5,16,28,2,70,3,0,0,4,1,0,0.248,0.343,0.388,0.731,605119
Tim Anderson,29,547,Maj-AL,Chicago,79,351,332,50,100,13,0,6,25,14,1,55,5,0,0,10,13,0,0.301,0.339,0.395,0.734,641313
Tyler Anderson,32,548,Maj-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542881
Elvis Andrus,33,530,Maj-AL,"Chicago,Oakland",110,403,371,42,87,25,0,8,33,30,0,66,2,0,0,10,8,4,0.235,0.295,0.367,0.662,462101
Miguel And\xc3\xbajar,27,537,Maj-AL,New York,19,70,67,7,16,2,0,0,5,2,0,16,0,0,1,0,4,0,0.239,0.257,0.269,0.526,609280
Aristides Aquino,28,530,Maj-NL,Cincinnati,47,150,142,14,26,5,0,4,15,8,0,64,0,0,0,0,2,2,0.183,0.227,0.303,0.53,606157
Jonathan Aranda,24,570,Maj-AL,Tampa Bay,7,16,16,1,6,1,0,0,2,0,0,3,0,0,0,0,0,0,0.375,0.375,0.438,0.813,666018
Jonathan Ara\xc3\xbaz,23,559,Maj-AL,"Baltimore,Boston",15,41,38,3,5,0,0,1,5,1,0,12,0,1,1,0,0,0,0.132,0.15,0.211,0.361,660620
Orlando Arcia,27,544,Maj-NL,Atlanta,56,196,173,20,42,7,0,7,26,19,0,42,2,0,2,7,0,0,0.243,0.321,0.405,0.726,606115
Nolan Arenado,31,530,Maj-NL,St. Louis,115,489,438,61,132,33,1,26,82,42,3,61,5,0,4,12,3,3,0.301,0.366,0.559,0.926,571448
Gabriel Arias,22,580,Maj-AL,Cleveland,6,20,19,2,2,0,0,0,1,1,0,8,0,0,0,0,0,0,0.105,0.15,0.105,0.255,672356
Randy Arozarena,27,530,Maj-AL,Tampa Bay,117,491,445,52,116,27,2,17,66,37,2,120,8,0,1,15,23,10,0.261,0.328,0.445,0.773,668227
Luis Arr\xc3\xa1ez,25,530,Maj-AL,Minnesota,109,459,413,68,134,22,1,7,40,43,2,35,2,0,1,4,4,3,0.325,0.39,0.433,0.823,650333
Christian Arroyo,27,530,Maj-AL,Boston,63,212,197,25,56,11,1,5,22,10,0,32,3,1,1,6,3,1,0.284,0.327,0.426,0.753,624414
Willians Astudillo,30,557,Maj-NL,Miami,21,55,54,5,13,0,0,1,4,1,0,3,0,0,0,2,1,0,0.241,0.255,0.296,0.551,553902
Jos\xc3\xa9 Azocar,26,532,Maj-NL,San Diego,73,145,135,13,32,6,3,0,8,9,0,32,0,0,1,3,4,5,0.237,0.283,0.326,0.609,640492
Akil Baddoo,23,530,Maj-AL,Detroit,44,130,119,12,23,1,0,1,5,11,0,38,0,0,0,2,4,3,0.193,0.262,0.227,0.488,668731
Harrison Bader,28,588,Maj-NL,St. Louis,72,264,246,35,63,7,3,5,21,13,0,47,4,0,1,4,15,2,0.256,0.303,0.37,0.673,664056
Javier B\xc3\xa1ez,29,530,Maj-AL,Detroit,109,447,419,44,94,24,2,11,45,20,0,110,5,0,3,12,8,1,0.224,0.266,0.37,0.636,595879
Rylan Bannon,26,629,Maj-AL,Baltimore,4,15,14,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0.143,0.2,0.143,0.343,676625
Austin Barnes,32,533,Maj-NL,Los Angeles,44,146,123,21,22,4,0,5,16,19,0,25,3,0,1,5,2,1,0.179,0.301,0.333,0.635,605131
Tucker Barnhart,31,532,Maj-AL,Detroit,75,235,218,10,45,6,0,0,13,16,0,63,1,0,0,5,0,0,0.206,0.264,0.234,0.498,571466
Luis Barrera,26,595,Maj-AL,Oakland,32,85,77,3,18,5,0,1,7,6,0,17,1,0,1,2,3,0,0.234,0.294,0.338,0.632,642456
Tres Barrera,27,532,Maj-NL,Washington,14,35,33,2,6,1,0,0,4,2,0,11,0,0,0,1,0,0,0.182,0.229,0.212,0.441,668663
Jos\xc3\xa9 Barrero,24,530,Maj-NL,Cincinnati,18,65,63,4,11,1,0,2,7,2,0,32,0,0,0,1,1,0,0.175,0.2,0.286,0.486,676480
Joey Bart,25,532,Maj-NL,San Francisco,70,216,192,26,43,4,0,10,21,20,0,83,4,0,0,2,2,1,0.224,0.31,0.401,0.711,663698
Anthony Bass,34,627,Maj-NL,Miami,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,542914
Matthew Batten,27,541,Maj-NL,San Diego,15,22,19,0,2,1,0,0,1,2,0,6,1,0,0,0,0,0,0.105,0.227,0.158,0.385,676946
Brett Baty,22,530,Maj-NL,New York,8,31,27,3,4,0,0,1,4,2,0,6,1,0,0,0,0,0,0.148,0.233,0.259,0.493,683146
Matt Beaty,29,638,Maj-NL,San Diego,16,40,37,6,4,1,1,0,1,2,0,6,1,0,0,3,0,0,0.108,0.175,0.189,0.364,607461
Tim Beckham,32,531,Maj-AL,Minnesota,11,22,22,1,2,0,0,0,1,0,0,8,0,0,0,2,0,0,0.091,0.091,0.091,0.182,542921
Seth Beer,25,537,Maj-NL,Arizona,38,126,111,4,21,3,0,1,9,11,1,31,3,0,1,3,0,0,0.189,0.278,0.243,0.521,666179
Josh Bell,29,530,Maj-NL,"San Diego,Washington",122,517,443,64,122,26,3,16,62,61,4,77,5,0,6,19,0,1,0.275,0.365,0.456,0.821,605137
Cody Bellinger,26,530,Maj-NL,Los Angeles,110,437,401,57,82,21,3,17,52,30,0,120,2,0,4,7,11,2,0.205,0.261,0.399,0.66,641355
Brandon Belt,34,533,Maj-NL,San Francisco,78,298,254,25,54,9,1,8,23,37,2,81,6,0,1,9,1,0,0.213,0.326,0.35,0.676,474832
Anthony Bemboom,32,625,Maj-AL,Baltimore,22,59,52,4,6,2,0,1,1,6,0,17,0,1,0,1,0,0,0.115,0.207,0.212,0.418,621532
Andrew Benintendi,27,530,Maj-AL,"Kansas City,New York",118,489,430,51,131,22,3,4,49,52,0,72,2,1,4,7,7,3,0.305,0.379,0.398,0.777,643217
Will Benson,24,533,Maj-AL,Cleveland,12,28,25,6,3,0,0,0,1,2,0,9,1,0,0,1,0,0,0.12,0.214,0.12,0.334,666181
Wynton Bernard,31,530,Maj-NL,Colorado,8,31,31,7,10,1,0,0,2,0,0,4,0,0,0,1,3,1,0.323,0.323,0.355,0.677,592144
Jon Berti,32,531,Maj-NL,Miami,68,261,229,33,61,14,2,2,20,29,0,57,2,0,1,4,30,4,0.266,0.353,0.371,0.724,542932
Christian Bethancourt,30,530,Maj-AL,"Oakland,Tampa Bay",75,245,231,32,56,12,0,8,26,11,0,57,2,1,0,4,5,1,0.242,0.283,0.398,0.681,542194
Mookie Betts,29,530,Maj-NL,Los Angeles,104,480,429,93,118,26,2,27,62,42,0,77,6,0,3,8,11,1,0.275,0.346,0.534,0.88,605141
Bo Bichette,24,530,Maj-AL,Toronto,119,520,490,65,127,29,0,17,64,28,0,128,0,0,2,13,7,7,0.259,0.298,0.422,0.721,666182
Cavan Biggio,27,530,Maj-AL,Toronto,66,215,181,29,40,16,1,3,18,29,0,60,3,1,1,2,2,0,0.221,0.336,0.37,0.707,624415
Charlie Blackmon,35,530,Maj-NL,Colorado,110,478,437,56,118,19,4,16,70,27,3,84,7,4,3,9,3,1,0.27,0.321,0.442,0.762,453568
Dairon Blanco,29,617,Maj-AL,Kansas City,5,7,7,1,2,0,0,0,2,0,0,4,0,0,0,0,1,0,0.286,0.286,0.286,0.571,680118
Travis Blankenhorn,25,562,Maj-NL,New York,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663905
JJ Bleday,24,530,Maj-NL,Miami,29,113,98,11,20,6,1,4,6,15,0,31,0,0,0,2,3,0,0.204,0.31,0.408,0.718,668709
Xander Bogaerts,29,530,Maj-AL,Boston,117,490,433,66,129,31,0,10,50,44,2,97,8,0,5,10,7,1,0.298,0.369,0.439,0.808,593428
