Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,21,648,Maj-NL,San Diego,13,44,38,6,5,1,0,1,2,3,0,10,2,1,0,1,1,1,0.132,0.233,0.237,0.469,682928
Jos\xc3\xa9 Abreu,35,648,Maj-AL,Chicago,16,66,59,9,12,3,0,2,6,7,0,15,0,0,0,0,0,0,0.203,0.288,0.356,0.644,547989
Willy Adames,26,648,Maj-NL,Milwaukee,19,80,71,12,16,3,0,4,12,9,0,23,0,0,0,3,1,1,0.225,0.313,0.437,0.749,642715
Riley Adams,26,651,Maj-NL,Washington,6,19,17,1,2,0,0,1,2,1,0,8,1,0,0,0,0,0,0.118,0.211,0.294,0.505,656180
Jo Adell,23,648,Maj-AL,Los Angeles,16,54,53,4,13,3,0,3,8,1,0,21,0,0,0,1,1,0,0.245,0.259,0.472,0.731,666176
Jes\xc3\xbas Aguilar,32,648,Maj-NL,Miami,16,70,56,3,12,0,0,1,5,11,0,18,0,0,3,2,0,0,0.214,0.329,0.268,0.597,542583
Nick Ahmed,32,648,Maj-NL,Arizona,4,12,12,1,3,1,0,1,2,0,0,3,0,0,0,0,0,0,0.25,0.25,0.583,0.833,605113
Hanser Alberto,29,649,Maj-NL,Los Angeles,7,15,15,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0.267,0.267,0.267,0.533,593643
Ozzie Albies,25,648,Maj-NL,Atlanta,19,86,75,10,18,4,0,6,11,7,0,17,2,0,2,0,1,1,0.24,0.314,0.533,0.847,645277
Sergio Alc\xc3\xa1ntara,25,648,Maj-NL,Arizona,18,38,35,5,4,1,0,1,4,1,0,10,0,1,1,1,0,0,0.114,0.135,0.229,0.364,642727
Jorge Alfaro,29,651,Maj-NL,San Diego,9,31,28,2,6,2,0,1,2,1,0,17,1,0,1,0,1,0,0.214,0.258,0.393,0.651,595751
Anthony Alford,27,652,Maj-NL,Pittsburgh,2,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,546990
Austin Allen,28,651,Maj-AL,Oakland,4,13,11,1,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0.091,0.231,0.091,0.322,664119
Nick Allen,23,649,Maj-AL,Oakland,6,17,15,2,2,2,0,0,0,2,0,4,0,0,0,0,0,0,0.133,0.235,0.267,0.502,669397
Pete Alonso,27,648,Maj-NL,New York,20,86,77,10,20,3,0,3,16,3,0,18,4,0,2,2,0,0,0.26,0.314,0.416,0.73,624413
