Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,21,637,Maj-NL,San Diego,20,65,55,9,10,2,0,1,4,4,0,14,3,2,1,3,1,1,0.182,0.27,0.273,0.543,682928
Jos\xc3\xa9 Abreu,35,631,Maj-AL,Chicago,31,132,118,15,24,5,0,3,12,12,0,23,1,0,1,3,0,0,0.203,0.28,0.322,0.602,547989
Ronald Acuna Jr.,24,635,Maj-NL,Atlanta,10,46,39,4,11,2,0,2,5,6,0,17,1,0,0,0,5,0,0.282,0.391,0.487,0.879,660670
Willy Adames,26,631,Maj-NL,Milwaukee,34,147,129,22,27,6,0,9,24,17,0,42,1,0,0,4,1,1,0.209,0.306,0.465,0.771,642715
Riley Adams,26,635,Maj-NL,Washington,11,36,33,4,6,0,0,2,3,2,0,11,1,0,0,0,0,0,0.182,0.25,0.364,0.614,656180
Jo Adell,23,643,Maj-AL,Los Angeles,19,66,65,4,14,3,0,3,8,1,0,24,0,0,0,2,1,1,0.215,0.227,0.4,0.627,666176
Jes\xc3\xbas Aguilar,32,631,Maj-NL,Miami,31,131,114,10,31,4,0,5,17,14,0,31,0,0,3,2,0,0,0.272,0.344,0.439,0.782,542583
Nick Ahmed,32,631,Maj-NL,Arizona,16,51,49,7,11,2,0,3,7,2,0,14,0,0,0,2,0,0,0.225,0.255,0.449,0.704,605113
Hanser Alberto,29,631,Maj-NL,Los Angeles,15,32,31,3,7,2,0,0,3,1,0,4,0,0,0,0,0,0,0.226,0.25,0.29,0.54,593643
Ozzie Albies,25,631,Maj-NL,Atlanta,34,149,134,18,32,6,0,6,15,10,0,24,2,0,3,0,3,2,0.239,0.295,0.418,0.713,645277
Sergio Alc\xc3\xa1ntara,25,641,Maj-NL,Arizona,23,57,53,6,10,2,1,1,7,1,0,13,0,2,1,3,0,0,0.189,0.2,0.321,0.521,642727
Jorge Alfaro,29,631,Maj-NL,San Diego,18,62,56,5,14,2,0,2,8,3,0,25,1,0,2,1,1,0,0.25,0.29,0.393,0.683,595751
Anthony Alford,27,652,Maj-NL,Pittsburgh,2,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,546990
Austin Allen,28,645,Maj-AL,Oakland,5,16,14,1,1,0,0,0,0,1,0,9,1,0,0,1,0,0,0.071,0.188,0.071,0.259,664119
Nick Allen,23,644,Maj-AL,Oakland,8,21,19,2,4,2,0,0,0,2,0,6,0,0,0,0,1,0,0.211,0.286,0.316,0.602,669397
Albert Almora,28,631,Maj-NL,Cincinnati,7,23,22,4,7,2,0,0,1,1,0,6,0,0,0,2,1,0,0.318,0.348,0.409,0.757,546991
Pete Alonso,27,631,Maj-NL,New York,35,150,132,20,36,6,0,8,29,12,2,33,4,0,2,2,0,0,0.273,0.347,0.5,0.847,624413
Jos\xc3\xa9 Altuve,32,632,Maj-AL,Houston,20,87,76,13,19,1,0,6,10,11,0,15,0,0,0,4,2,1,0.25,0.345,0.5,0.845,514888
Yordan \xc3\x81lvarez,25,631,Maj-AL,Houston,29,123,104,21,28,3,0,11,21,18,2,22,0,0,1,1,0,0,0.269,0.374,0.615,0.989,670541
Brian Anderson,29,631,Maj-NL,Miami,22,82,69,15,18,5,0,2,4,11,0,25,2,0,0,0,1,0,0.261,0.378,0.42,0.798,605119
Tim Anderson,29,631,Maj-AL,Chicago,28,121,115,18,39,8,0,4,12,3,1,14,3,0,0,3,5,0,0.339,0.372,0.513,0.885,641313
Elvis Andrus,33,631,Maj-AL,Oakland,31,113,101,11,22,5,0,1,3,11,0,17,1,0,0,3,2,0,0.218,0.301,0.297,0.598,462101
