Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,21,552,Maj-NL,San Diego,46,139,125,16,29,5,0,2,11,4,0,27,6,2,2,4,1,2,0.232,0.285,0.32,0.605,682928
Jos\xc3\xa9 Abreu,35,539,Maj-AL,Chicago,113,490,433,63,130,28,0,14,56,49,1,79,5,0,3,12,0,0,0.3,0.376,0.462,0.837,547989
Ronald Acuna Jr.,24,539,Maj-NL,Atlanta,80,359,311,49,85,13,0,10,29,36,2,83,9,0,3,4,25,7,0.273,0.362,0.412,0.774,660670
Willy Adames,26,539,Maj-NL,Milwaukee,91,401,364,57,81,17,0,22,64,33,0,109,1,0,3,8,4,2,0.223,0.287,0.451,0.737,642715
Riley Adams,26,586,Maj-NL,Washington,27,88,78,8,15,1,0,3,5,9,0,26,1,0,0,1,0,1,0.192,0.284,0.321,0.605,656180
Jo Adell,23,539,Maj-AL,Los Angeles,51,173,162,13,37,9,0,4,15,9,0,61,2,0,0,4,3,2,0.228,0.278,0.358,0.636,666176
Ehire Adrianza,32,544,Maj-NL,"Atlanta,Washington",34,100,89,7,16,3,0,0,7,9,0,24,1,0,1,2,1,0,0.18,0.26,0.214,0.474,501303
Jes\xc3\xbas Aguilar,32,539,Maj-NL,Miami,105,427,388,36,93,17,0,15,47,26,1,98,3,0,5,8,1,0,0.24,0.289,0.4,0.689,542583
Nick Ahmed,32,630,Maj-NL,Arizona,17,54,52,7,12,2,0,3,7,2,0,15,0,0,0,2,0,1,0.231,0.259,0.442,0.702,605113
Hanser Alberto,29,540,Maj-NL,Los Angeles,52,115,114,12,28,7,1,2,14,1,0,19,0,0,0,3,0,0,0.246,0.252,0.377,0.629,593643
Ozzie Albies,25,601,Maj-NL,Atlanta,62,263,242,34,59,15,0,8,33,15,0,46,2,0,4,0,3,5,0.244,0.289,0.405,0.694,645277
Sergio Alc\xc3\xa1ntara,25,539,Maj-NL,"Arizona,San Diego",65,141,129,16,28,3,1,3,16,7,0,34,0,2,3,3,0,2,0.217,0.252,0.326,0.577,642727
Jorge Alfaro,29,539,Maj-NL,San Diego,67,240,225,25,60,13,0,7,36,10,0,83,2,0,3,3,1,0,0.267,0.3,0.418,0.718,595751
Anthony Alford,27,652,Maj-NL,Pittsburgh,2,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,546990
Austin Allen,28,645,Maj-AL,Oakland,5,16,14,1,1,0,0,0,0,1,0,9,1,0,0,1,0,0,0.071,0.188,0.071,0.259,664119
Greg Allen,29,539,Maj-NL,Pittsburgh,19,65,60,8,11,3,0,1,5,4,0,21,1,0,0,2,4,0,0.183,0.246,0.283,0.53,656185
Nick Allen,23,539,Maj-AL,Oakland,55,165,151,16,32,7,0,2,8,12,0,33,1,1,0,2,1,2,0.212,0.274,0.298,0.572,669397
Albert Almora,28,539,Maj-NL,Cincinnati,59,215,199,23,45,9,1,5,29,13,0,40,1,1,1,9,3,2,0.226,0.276,0.357,0.633,546991
Pete Alonso,27,539,Maj-NL,New York,114,489,424,66,119,22,0,29,97,47,13,96,10,0,8,12,2,1,0.281,0.36,0.538,0.898,624413
Jos\xc3\xa9 Altuve,32,539,Maj-AL,Houston,99,428,374,64,105,26,0,19,41,46,1,61,7,0,1,10,10,1,0.281,0.369,0.503,0.872,514888
