Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Jos\xc3\xa9 Abreu,34,1040,Maj-AL,Chicago,4,19,15,3,3,0,0,1,4,4,0,7,0,0,0,1,0,0,0.2,0.368,0.4,0.768,547989
Ronald Acuna Jr.,23,1040,Maj-NL,Atlanta,3,13,12,0,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0.167,0.231,0.25,0.481,660670
Willy Adames,25,1041,Maj-AL,Tampa Bay,3,8,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.125,0.125,0.125,0.25,642715
Ehire Adrianza,31,1043,Maj-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501303
Jes\xc3\xbas Aguilar,31,1041,Maj-NL,Miami,3,13,10,2,4,1,0,0,2,2,0,1,0,0,1,0,0,0,0.4,0.462,0.5,0.962,542583
Hanser Alberto,28,1040,Maj-AL,Kansas City,3,9,9,2,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0.333,0.333,0.667,1.0,593643
Ozzie Albies,24,1040,Maj-NL,Atlanta,3,12,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645277
Sandy Alc\xc3\xa1ntara,25,1043,Maj-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645261
Jorge Alfaro,28,1042,Maj-NL,Miami,2,7,6,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.167,0.286,0.167,0.452,595751
Anthony Alford,26,1040,Maj-NL,Pittsburgh,3,10,7,1,0,0,0,0,0,3,0,5,0,0,0,0,1,1,0.0,0.3,0.0,0.3,546990
Jos\xc3\xa9 Altuve,31,1040,Maj-AL,Houston,4,20,16,8,6,1,0,0,1,4,0,1,0,0,0,0,0,0,0.375,0.5,0.438,0.938,514888
Yordan \xc3\x81lvarez,24,1040,Maj-AL,Houston,4,20,17,3,5,2,0,1,6,1,0,3,1,0,1,1,0,0,0.294,0.35,0.588,0.938,670541
Brian Anderson,28,1041,Maj-NL,Miami,3,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.143,0.143,0.143,0.286,605119
Ian Anderson,23,1040,Maj-NL,Atlanta,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,666120
Tim Anderson,28,1040,Maj-AL,Chicago,4,15,15,3,3,0,0,1,1,0,0,3,0,0,0,0,0,0,0.2,0.2,0.4,0.6,641313
Tyler Anderson,31,1041,Maj-NL,Pittsburgh,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542881
Elvis Andrus,32,1040,Maj-AL,Oakland,4,14,14,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0.071,0.071,0.143,0.214,462101
Tejay Antone,27,1040,Maj-NL,Cincinnati,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,622088
Aristides Aquino,27,1040,Maj-NL,Cincinnati,3,6,6,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.167,0.167,0.667,0.833,606157
Orlando Arcia,26,1040,Maj-NL,Milwaukee,3,8,8,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,606115
