Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Jos\xc3\xa9 Abreu,34,961,Maj-AL,Chicago,68,287,252,33,62,12,1,12,53,24,0,70,6,0,5,8,1,0,0.246,0.321,0.444,0.765,547989
Ronald Acuna Jr.,23,961,Maj-NL,Atlanta,68,297,246,58,70,16,1,20,45,40,1,69,7,0,4,0,15,5,0.285,0.394,0.602,0.996,660670
Willy Adames,25,961,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay",71,259,239,30,56,16,1,9,33,20,0,80,0,0,0,3,2,3,0.234,0.293,0.423,0.716,642715
Matt Adams,32,975,Maj-NL,Colorado,17,35,31,3,5,1,0,0,1,4,1,8,0,0,0,1,0,0,0.161,0.257,0.194,0.451,571431
Riley Adams,25,964,Maj-AL,Toronto,10,23,22,1,2,1,0,0,0,1,0,10,0,0,0,1,0,0,0.091,0.13,0.136,0.267,656180
Ehire Adrianza,31,963,Maj-NL,Atlanta,52,117,101,15,23,5,1,3,17,12,0,23,0,1,3,4,0,0,0.228,0.302,0.386,0.688,501303
Jes\xc3\xbas Aguilar,31,961,Maj-NL,Miami,70,280,247,23,66,13,0,12,52,24,3,50,2,0,7,4,0,0,0.267,0.329,0.466,0.794,542583
Nick Ahmed,31,961,Maj-NL,Arizona,63,225,208,17,43,13,1,1,10,14,0,56,2,1,0,6,3,2,0.207,0.263,0.293,0.557,605113
Shogo Akiyama,33,961,Maj-NL,Cincinnati,33,69,64,7,14,3,0,0,5,4,0,12,1,0,0,0,1,1,0.219,0.275,0.266,0.541,673451
Hanser Alberto,28,963,Maj-AL,Kansas City,49,122,116,12,31,10,2,0,9,2,0,13,1,2,1,1,0,1,0.267,0.283,0.388,0.671,593643
Ozzie Albies,24,961,Maj-NL,Atlanta,70,298,268,42,69,21,5,11,45,25,0,49,3,0,2,1,9,1,0.258,0.326,0.496,0.822,645277
