Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Jos\xc3\xa9 Abreu,34,1041,Maj-AL,Chicago,3,14,12,2,3,0,0,1,4,2,0,4,0,0,0,1,0,0,0.25,0.357,0.5,0.857,547989
Ronald Acuna Jr.,23,1041,Maj-NL,Atlanta,2,9,8,0,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0.25,0.333,0.375,0.708,660670
Willy Adames,25,1041,Maj-AL,Tampa Bay,3,8,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.125,0.125,0.125,0.25,642715
Ehire Adrianza,31,1043,Maj-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501303
Jes\xc3\xbas Aguilar,31,1041,Maj-NL,Miami,3,13,10,2,4,1,0,0,2,2,0,1,0,0,1,0,0,0,0.4,0.462,0.5,0.962,542583
Hanser Alberto,28,1041,Maj-AL,Kansas City,2,5,5,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0.4,0.8,1.2,593643
Ozzie Albies,24,1041,Maj-NL,Atlanta,2,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645277
Sandy Alc\xc3\xa1ntara,25,1043,Maj-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,645261
Jorge Alfaro,28,1042,Maj-NL,Miami,2,7,6,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.167,0.286,0.167,0.452,595751
Anthony Alford,26,1041,Maj-NL,Pittsburgh,2,6,4,1,0,0,0,0,0,2,0,4,0,0,0,0,1,1,0.0,0.333,0.0,0.333,546990
Jos\xc3\xa9 Altuve,31,1041,Maj-AL,Houston,3,15,11,7,5,0,0,0,1,4,0,1,0,0,0,0,0,0,0.455,0.6,0.455,1.055,514888
Yordan \xc3\x81lvarez,24,1041,Maj-AL,Houston,3,15,13,2,5,2,0,1,6,0,0,3,1,0,1,0,0,0,0.385,0.4,0.769,1.169,670541
Brian Anderson,28,1041,Maj-NL,Miami,3,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.143,0.143,0.143,0.286,605119
Tim Anderson,28,1041,Maj-AL,Chicago,3,14,14,3,3,0,0,1,1,0,0,3,0,0,0,0,0,0,0.214,0.214,0.429,0.643,641313
Tyler Anderson,31,1041,Maj-NL,Pittsburgh,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542881
Elvis Andrus,32,1041,Maj-AL,Oakland,3,11,11,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0.091,0.091,0.182,0.273,462101
Aristides Aquino,27,1041,Maj-NL,Cincinnati,2,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2,0.2,0.8,1.0,606157
Orlando Arcia,26,1041,Maj-NL,Milwaukee,2,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,606115
Nolan Arenado,30,1041,Maj-NL,St. Louis,2,10,10,3,4,0,0,1,3,0,0,3,0,0,0,0,0,0,0.4,0.4,0.7,1.1,571448
Randy Arozarena,26,1042,Maj-AL,Tampa Bay,2,8,8,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,668227
Luis Arr\xc3\xa1ez,24,1041,Maj-AL,Minnesota,2,10,9,0,3,0,0,0,2,1,0,3,0,0,0,0,0,0,0.333,0.4,0.333,0.733,650333
Jake Arrieta,35,1041,Maj-NL,Chicago,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,453562
Willians Astudillo,29,1043,Maj-AL,Minnesota,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,553902
Javier B\xc3\xa1ez,28,1041,Maj-NL,Chicago,2,8,8,1,2,0,0,0,1,0,0,4,0,0,0,0,2,0,0.25,0.25,0.25,0.5,595879
Austin Barnes,31,1041,Maj-NL,Los Angeles,2,9,7,0,2,0,0,0,2,2,0,2,0,0,0,1,0,0,0.286,0.444,0.286,0.73,605131
Tucker Barnhart,30,1041,Maj-NL,Cincinnati,2,6,5,2,2,0,0,1,2,0,0,2,1,0,0,0,0,0,0.4,0.5,1.0,1.5,571466
Trevor Bauer,30,1042,Maj-NL,Los Angeles,1,4,2,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,545333
Jake Bauers,25,1041,Maj-AL,Cleveland,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641343
Matt Beaty,28,1041,Maj-NL,Los Angeles,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,607461
Cody Bellinger,25,1041,Maj-NL,Los Angeles,3,15,13,2,3,1,1,0,2,2,0,3,0,0,0,0,0,0,0.231,0.333,0.462,0.795,641355
Brandon Belt,33,1041,Maj-NL,San Francisco,3,9,7,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0.143,0.333,0.143,0.476,474832
Andrew Benintendi,26,1041,Maj-AL,Kansas City,2,10,9,2,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0.111,0.2,0.111,0.311,643217
Jos\xc3\xa9 Berr\xc3\xados,27,1041,Maj-AL,Minnesota,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621244
Jon Berti,31,1041,Maj-NL,Miami,2,5,5,1,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0.4,0.4,0.6,1.0,542932
Mookie Betts,28,1042,Maj-NL,Los Angeles,2,12,11,3,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0.364,0.417,0.546,0.962,605141
Bo Bichette,23,1041,Maj-AL,Toronto,2,8,8,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0.125,0.125,0.125,0.25,666182
Cavan Biggio,26,1041,Maj-AL,Toronto,2,9,9,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.111,0.111,0.111,0.222,624415
Charlie Blackmon,34,1041,Maj-NL,Colorado,3,12,10,2,2,1,0,1,2,2,0,2,0,0,0,0,0,0,0.2,0.333,0.6,0.933,453568
Alex Blandino,28,1043,Maj-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,607468
Xander Bogaerts,28,1041,Maj-AL,Boston,2,8,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.125,0.125,0.125,0.25,593428
Alec Bohm,24,1041,Maj-NL,Philadelphia,2,9,6,1,0,0,0,0,1,2,0,2,0,0,1,1,0,0,0.0,0.222,0.0,0.222,664761
David Bote,28,1041,Maj-NL,Chicago,2,6,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.0,0.167,0.0,0.167,623520
Jackie Bradley Jr.,31,1041,Maj-NL,Milwaukee,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598265
Michael Brantley,34,1041,Maj-AL,Houston,3,11,9,5,6,4,0,1,2,1,0,1,1,0,0,0,0,0,0.667,0.727,1.444,2.172,488726
Alex Bregman,27,1042,Maj-AL,Houston,2,10,8,4,4,1,0,2,5,2,1,1,0,0,0,1,0,0,0.5,0.6,1.375,1.975,608324
Lewis Brinson,27,1041,Maj-NL,Miami,2,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621446
Mike Brosseau,27,1041,Maj-AL,Tampa Bay,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,670712
Jay Bruce,34,1041,Maj-AL,New York,2,8,7,0,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0.143,0.25,0.143,0.393,457803
Kris Bryant,29,1041,Maj-NL,Chicago,2,8,6,2,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0.167,0.375,0.667,1.042,592178
Walker Buehler,26,1041,Maj-NL,Los Angeles,1,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.0,621111
Madison Bumgarner,31,1043,Maj-NL,Arizona,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,1.0,1.5,518516
Corbin Burnes,26,1041,Maj-NL,Milwaukee,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669203
Byron Buxton,27,1041,Maj-AL,Minnesota,2,9,7,2,2,0,0,2,3,2,0,3,0,0,0,0,1,0,0.286,0.444,1.143,1.587,621439
Asdr\xc3\xbabal Cabrera,35,1042,Maj-NL,Arizona,2,9,8,1,3,0,0,1,3,1,0,2,0,0,0,0,0,0,0.375,0.444,0.75,1.194,452678
Miguel Cabrera,38,1041,Maj-AL,Detroit,2,8,7,1,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0.286,0.375,0.714,1.089,408234
Lorenzo Cain,35,1041,Maj-NL,Milwaukee,2,8,7,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.143,0.25,0.143,0.393,456715
