Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Jos\xc3\xa9 Abreu,34,998,Maj-AL,Chicago,38,162,137,22,35,5,1,8,33,16,0,42,5,0,4,4,1,0,0.256,0.346,0.482,0.828,547989
Ronald Acuna Jr.,23,997,Maj-NL,Atlanta,37,158,134,33,39,7,1,12,24,19,1,25,3,0,2,0,6,1,0.291,0.386,0.627,1.013,660670
Willy Adames,25,998,Maj-AL,Tampa Bay,39,134,126,14,25,5,1,5,15,8,0,48,0,0,0,1,1,2,0.198,0.246,0.373,0.619,642715
Matt Adams,32,1002,Maj-NL,Colorado,12,21,19,1,2,0,0,0,0,2,0,5,0,0,0,1,0,0,0.105,0.191,0.105,0.296,571431
Ehire Adrianza,31,997,Maj-NL,Atlanta,31,74,65,11,15,2,1,2,13,5,0,12,0,1,3,2,0,0,0.231,0.274,0.385,0.659,501303
Jes\xc3\xbas Aguilar,31,998,Maj-NL,Miami,39,158,136,18,38,9,0,9,34,18,3,25,1,0,3,3,0,0,0.279,0.361,0.544,0.905,542583
Nick Ahmed,31,997,Maj-NL,Arizona,33,119,110,9,20,4,0,1,5,8,0,27,0,1,0,4,2,1,0.182,0.237,0.246,0.483,605113
Shogo Akiyama,33,997,Maj-NL,Cincinnati,10,23,22,2,6,0,0,0,2,1,0,3,0,0,0,0,0,1,0.273,0.304,0.273,0.577,673451
Hanser Alberto,28,998,Maj-AL,Kansas City,33,81,79,6,18,5,2,0,5,0,0,11,1,1,0,0,0,1,0.228,0.238,0.342,0.579,593643
Ozzie Albies,24,997,Maj-NL,Atlanta,39,166,148,22,35,12,2,6,18,14,0,25,2,0,2,0,2,0,0.237,0.307,0.466,0.773,645277
Sandy Alc\xc3\xa1ntara,25,1005,Maj-NL,Miami,8,17,16,0,1,0,0,0,0,1,0,13,0,0,0,0,0,0,0.063,0.118,0.063,0.18,645261
Jorge Alfaro,28,1024,Maj-NL,Miami,11,40,39,1,8,1,0,0,3,1,0,14,0,0,0,0,1,0,0.205,0.225,0.231,0.456,595751
Anthony Alford,26,1026,Maj-NL,Pittsburgh,11,29,24,2,2,0,0,0,0,4,0,16,1,0,0,1,1,1,0.083,0.241,0.083,0.325,546990
Austin Allen,27,1006,Maj-AL,Oakland,2,6,6,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0.167,0.167,0.667,0.833,664119
Logan Allen,24,1028,Maj-AL,Cleveland,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663531
Yency Almonte,27,1000,Maj-NL,Colorado,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622075
Albert Almora,27,1003,Maj-NL,New York,20,22,21,1,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0.048,0.091,0.048,0.139,546991
Pete Alonso,26,997,Maj-NL,New York,36,150,129,22,31,8,0,6,18,18,0,39,2,0,1,2,0,0,0.24,0.34,0.442,0.782,624413
Jos\xc3\xa9 Altuve,31,998,Maj-AL,Houston,30,138,122,21,37,6,0,4,17,13,1,18,0,0,3,2,1,1,0.303,0.362,0.451,0.813,514888
Yordan \xc3\x81lvarez,24,999,Maj-AL,Houston,33,141,132,25,46,10,1,7,22,4,1,34,3,0,2,3,0,0,0.349,0.376,0.599,0.974,670541
Adbert Alzolay,26,997,Maj-NL,Chicago,6,10,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,640470
Brett Anderson,33,999,Maj-NL,Milwaukee,5,9,8,0,0,0,0,0,1,1,0,3,0,0,0,2,0,0,0.0,0.111,0.0,0.111,474463
Brian Anderson,28,998,Maj-NL,Miami,29,115,107,7,23,4,0,2,10,7,1,33,1,0,0,1,2,0,0.215,0.27,0.308,0.578,605119
Chase Anderson,33,1003,Maj-NL,Philadelphia,7,11,10,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,0.0,0.0,502624
Ian Anderson,23,999,Maj-NL,Atlanta,6,12,11,0,1,1,0,0,0,0,0,9,0,1,0,0,0,0,0.091,0.091,0.182,0.273,666120
Tim Anderson,28,997,Maj-AL,Chicago,30,134,127,27,42,5,0,5,15,6,1,36,1,0,0,0,7,2,0.331,0.366,0.488,0.854,641313
Tyler Anderson,31,999,Maj-NL,Pittsburgh,7,16,16,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0.125,0.125,0.125,0.25,542881
John Andreoli,31,997,Maj-NL,San Diego,7,7,6,2,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0.167,0.286,0.333,0.619,607430
Elvis Andrus,32,998,Maj-AL,Oakland,40,142,131,9,24,5,1,0,6,9,1,26,0,0,2,2,3,1,0.183,0.232,0.237,0.469,462101
Miguel And\xc3\xbajar,26,998,Maj-AL,New York,7,25,25,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0.12,0.12,0.12,0.24,609280
Tejay Antone,27,1018,Maj-NL,Cincinnati,4,4,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0.0,0.333,0.0,0.333,622088
Aristides Aquino,27,1031,Maj-NL,Cincinnati,10,14,13,2,3,1,0,2,3,1,1,5,0,0,0,0,0,0,0.231,0.286,0.769,1.055,606157
Jonathan Ara\xc3\xbaz,22,998,Maj-AL,Boston,4,10,8,2,2,1,0,0,1,2,0,3,0,0,0,1,0,0,0.25,0.4,0.375,0.775,660620
Orlando Arcia,26,1039,Maj-NL,Milwaukee,4,11,11,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0.091,0.091,0.091,0.182,606115
Nolan Arenado,30,998,Maj-NL,St. Louis,41,173,160,23,48,13,1,9,28,12,2,22,1,0,0,6,0,0,0.3,0.353,0.563,0.915,571448
Randy Arozarena,26,998,Maj-AL,Tampa Bay,38,164,143,21,37,6,0,4,16,16,0,50,5,0,0,3,4,0,0.259,0.354,0.385,0.738,668227
Luis Arr\xc3\xa1ez,24,997,Maj-AL,Minnesota,32,131,113,17,32,2,1,1,14,14,0,14,2,0,2,1,0,0,0.283,0.366,0.345,0.712,650333
Jake Arrieta,35,1012,Maj-NL,Chicago,7,11,9,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0.0,0.1,0.0,0.1,453562
Christian Arroyo,26,1008,Maj-AL,Boston,23,76,69,9,19,7,0,0,5,3,0,18,3,0,0,1,1,0,0.275,0.333,0.377,0.71,624414
Willians Astudillo,29,997,Maj-AL,Minnesota,26,82,80,6,24,4,0,3,11,0,0,8,1,0,1,1,0,0,0.3,0.305,0.463,0.767,553902
Alex Avila,34,998,Maj-NL,Washington,9,34,27,0,4,2,1,0,3,6,0,9,1,0,0,2,0,0,0.148,0.324,0.296,0.62,488671
Akil Baddoo,22,997,Maj-AL,Detroit,31,97,86,10,19,5,3,4,16,9,0,37,0,0,2,0,3,0,0.221,0.289,0.488,0.777,668731
Harrison Bader,27,998,Maj-NL,St. Louis,16,61,53,6,15,1,0,4,9,7,5,8,0,0,1,1,2,1,0.283,0.361,0.528,0.889,664056
Javier B\xc3\xa1ez,28,997,Maj-NL,"Chicago,New York",36,144,132,22,35,4,1,9,28,4,1,54,5,0,2,1,6,0,0.265,0.308,0.515,0.823,595879
Austin Barnes,31,998,Maj-NL,Los Angeles,22,71,59,6,14,3,0,0,8,11,0,14,1,0,0,3,0,0,0.237,0.366,0.288,0.654,605131
Tucker Barnhart,30,997,Maj-NL,Cincinnati,32,107,97,19,29,8,0,3,14,8,0,37,2,0,0,2,0,0,0.299,0.365,0.474,0.839,571466
Tres Barrera,26,1037,Maj-NL,Washington,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668663
Joey Bart,24,1010,Maj-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663698
Chris Bassitt,32,1032,Maj-AL,Oakland,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605135
Trevor Bauer,30,999,Maj-NL,Los Angeles,7,18,14,0,0,0,0,0,1,1,0,6,0,3,0,0,0,0,0.0,0.067,0.0,0.067,545333
Jake Bauers,25,997,Maj-AL,Cleveland,32,80,71,4,14,3,0,1,5,8,1,21,0,0,0,0,0,1,0.197,0.279,0.282,0.56,641343
Matt Beaty,28,997,Maj-NL,Los Angeles,28,63,53,9,17,2,0,1,18,7,0,10,3,0,0,0,0,0,0.321,0.429,0.415,0.844,607461
Josh Bell,28,997,Maj-NL,Washington,27,109,99,21,17,5,0,4,15,8,0,30,1,0,1,2,0,0,0.172,0.239,0.343,0.582,605137
Cody Bellinger,25,1039,Maj-NL,Los Angeles,4,21,19,2,4,1,1,0,2,2,0,5,0,0,0,0,0,0,0.211,0.286,0.368,0.654,641355
Brandon Belt,33,999,Maj-NL,San Francisco,37,125,103,17,24,3,0,8,21,20,0,40,1,0,1,3,2,1,0.233,0.36,0.495,0.855,474832
Anthony Bemboom,31,1017,Maj-AL,Los Angeles,6,20,19,1,5,0,0,0,1,1,0,6,0,0,0,1,0,0,0.263,0.3,0.263,0.563,621532
Andrew Benintendi,26,998,Maj-AL,Kansas City,37,153,138,19,39,5,0,3,11,14,0,29,0,0,1,2,5,4,0.283,0.346,0.384,0.731,643217
Jos\xc3\xa9 Berr\xc3\xados,27,1041,Maj-AL,Minnesota,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621244
Jon Berti,31,999,Maj-NL,Miami,35,106,90,13,15,4,1,2,8,14,0,25,1,0,1,3,1,2,0.167,0.283,0.3,0.583,542932
Alec Bettinger,25,1012,Maj-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676424
Mookie Betts,28,997,Maj-NL,Los Angeles,34,165,139,22,35,13,0,4,14,21,1,25,4,0,1,0,5,2,0.252,0.364,0.432,0.795,605141
Bo Bichette,23,998,Maj-AL,Toronto,39,172,160,33,44,8,0,9,25,9,0,46,2,0,1,5,7,0,0.275,0.32,0.494,0.814,666182
Shane Bieber,26,1026,Maj-AL,Cleveland,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669456
Cavan Biggio,26,998,Maj-AL,Toronto,35,136,112,14,24,3,1,3,10,20,1,40,1,1,1,2,2,1,0.214,0.336,0.339,0.675,624415
Braden Bishop,27,1025,Maj-AL,Seattle,8,5,4,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5,623323
Charlie Blackmon,34,998,Maj-NL,Colorado,38,143,125,14,30,7,0,2,21,15,1,19,3,0,0,1,0,0,0.24,0.336,0.344,0.68,453568
Alex Blandino,28,997,Maj-NL,Cincinnati,29,54,43,7,10,3,0,0,5,8,0,16,3,0,0,0,1,0,0.233,0.389,0.302,0.691,607468
Travis Blankenhorn,24,1023,Maj-AL,Minnesota,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,663905
Richard Bleier,34,1002,Maj-NL,Miami,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,542947
Xander Bogaerts,28,998,Maj-AL,Boston,40,166,151,24,52,13,0,9,26,13,1,28,2,0,0,3,2,0,0.344,0.404,0.609,1.013,593428
Alec Bohm,24,998,Maj-NL,Philadelphia,41,164,152,17,34,6,0,4,22,8,0,43,0,0,4,10,3,0,0.224,0.256,0.342,0.598,664761
Skye Bolt,27,1016,Maj-NL,San Francisco,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621450
David Bote,28,997,Maj-NL,Chicago,38,123,110,8,20,5,0,2,16,9,0,29,2,1,1,3,0,1,0.182,0.254,0.282,0.536,623520
Jackie Bradley Jr.,31,998,Maj-NL,Milwaukee,36,140,128,13,20,3,2,3,6,6,0,44,6,0,0,1,2,1,0.156,0.229,0.281,0.51,598265
Michael Brantley,34,998,Maj-AL,Houston,35,148,138,22,41,13,1,3,11,8,0,18,1,0,1,5,0,0,0.297,0.338,0.471,0.809,488726
Alex Bregman,27,998,Maj-AL,Houston,34,147,132,22,41,7,0,5,22,14,3,23,1,0,0,5,0,0,0.311,0.381,0.477,0.858,608324
Lewis Brinson,27,998,Maj-NL,Miami,24,59,58,3,13,2,0,2,5,1,0,18,0,0,0,2,0,0,0.224,0.237,0.362,0.599,621446
Mike Brosseau,27,999,Maj-AL,Tampa Bay,30,90,84,12,13,4,0,3,9,4,0,33,2,0,0,1,0,0,0.155,0.211,0.31,0.521,670712
Seth Brown,28,998,Maj-AL,Oakland,30,84,76,12,16,3,0,5,13,8,0,20,0,0,0,1,0,0,0.211,0.286,0.447,0.733,664913
JT Brubaker,27,1003,Maj-NL,Pittsburgh,6,11,9,0,2,0,0,0,3,1,0,5,0,1,0,0,0,0,0.222,0.3,0.222,0.522,664141
Jay Bruce,34,1030,Maj-AL,New York,10,39,34,3,4,1,0,1,3,5,0,13,0,0,0,2,0,0,0.118,0.231,0.235,0.466,457803
Kris Bryant,29,997,Maj-NL,Chicago,38,158,136,31,41,14,0,10,25,19,1,39,2,0,1,2,1,1,0.302,0.392,0.625,1.017,592178
Walker Buehler,26,997,Maj-NL,Los Angeles,8,19,18,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0.056,0.056,0.056,0.111,621111
Madison Bumgarner,31,997,Maj-NL,Arizona,10,20,15,1,2,1,0,0,1,3,0,10,1,0,1,0,0,0,0.133,0.3,0.2,0.5,518516
Corbin Burnes,26,1001,Maj-NL,Milwaukee,6,13,12,1,3,0,0,0,2,0,0,6,0,1,0,0,0,0,0.25,0.25,0.25,0.5,669203
Drew Butera,37,998,Maj-AL,Los Angeles,6,20,17,1,2,1,0,0,4,0,0,9,0,2,1,0,0,0,0.118,0.111,0.177,0.288,460077
Byron Buxton,27,1008,Maj-AL,Minnesota,24,98,92,19,34,10,0,9,17,4,0,23,2,0,0,0,5,0,0.37,0.408,0.772,1.18,621439
Asdr\xc3\xbabal Cabrera,35,1001,Maj-NL,Arizona,34,135,114,18,33,9,0,4,18,19,1,25,1,0,1,0,1,0,0.29,0.393,0.474,0.866,452678
Miguel Cabrera,38,997,Maj-AL,Detroit,26,106,94,5,17,1,0,2,10,12,0,27,0,0,0,5,0,0,0.181,0.274,0.255,0.529,408234
Trevor Cahill,33,1002,Maj-NL,Pittsburgh,6,8,8,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,0.125,0.125,0.25,502239
Lorenzo Cain,35,998,Maj-NL,Milwaukee,20,74,63,14,14,2,0,3,8,10,0,14,1,0,0,1,3,0,0.222,0.338,0.397,0.735,456715
Kole Calhoun,33,1017,Maj-NL,Arizona,13,51,48,6,14,3,0,2,5,3,0,13,0,0,0,1,1,0,0.292,0.333,0.479,0.813,594777
Willie Calhoun,26,997,Maj-AL,Texas,25,103,94,12,27,3,0,5,11,8,0,14,1,0,0,2,0,0,0.287,0.35,0.479,0.828,641432
Johan Camargo,27,1001,Maj-NL,Atlanta,11,14,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0.0,0.071,0.0,0.071,622666
Paul Campbell,25,1013,Maj-NL,Miami,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669294
Luis Campusano,22,1019,Maj-NL,San Diego,11,38,34,0,3,0,0,0,1,4,0,11,0,0,0,2,0,0,0.088,0.184,0.088,0.272,669134
Jeimer Candelario,27,997,Maj-AL,Detroit,39,161,144,19,41,6,0,3,13,16,0,40,1,0,0,3,0,0,0.285,0.36,0.389,0.749,600869
Mark Canha,32,998,Maj-AL,Oakland,41,179,150,32,37,6,1,7,11,20,0,35,9,0,0,2,6,1,0.247,0.369,0.44,0.809,592192
V\xc3\xadctor Caratini,27,997,Maj-NL,San Diego,30,99,85,10,21,4,0,3,19,12,1,28,1,0,1,5,1,0,0.247,0.343,0.4,0.743,605170
Dylan Carlson,22,998,Maj-NL,St. Louis,41,164,139,24,39,7,2,3,17,18,1,42,4,0,3,3,0,0,0.281,0.372,0.425,0.797,666185
Matt Carpenter,35,998,Maj-NL,St. Louis,37,78,64,7,7,0,0,3,10,11,1,25,2,0,1,0,0,0,0.109,0.256,0.25,0.506,572761
Curt Casali,32,999,Maj-NL,San Francisco,20,59,50,3,5,1,0,0,5,9,0,16,0,0,0,1,0,0,0.1,0.237,0.12,0.357,592200
Daniel Castano,26,1006,Maj-NL,Miami,4,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641447
Ryan Castellani,25,1010,Maj-NL,Colorado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624418
Nick Castellanos,29,997,Maj-NL,Cincinnati,35,156,142,29,47,10,1,10,25,13,0,29,1,0,0,2,1,0,0.331,0.391,0.627,1.018,592206
Ivan Castillo,26,998,Maj-NL,San Diego,3,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833,622668
Luis Castillo,28,1001,Maj-NL,Cincinnati,7,11,9,1,2,1,0,0,0,1,0,3,0,1,0,0,0,0,0.222,0.3,0.333,0.633,622491
Harold Castro,27,998,Maj-AL,Detroit,23,66,61,4,18,0,0,0,7,4,0,15,0,1,0,1,0,0,0.295,0.339,0.295,0.634,605612
Jason Castro,34,1001,Maj-AL,Houston,16,50,39,8,9,3,0,2,7,9,0,14,1,1,0,2,0,0,0.231,0.388,0.462,0.849,488771
Rodolfo Castro,22,1023,Maj-NL,Pittsburgh,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,666801
Starlin Castro,31,997,Maj-NL,Washington,37,155,141,7,38,8,0,1,16,12,0,25,0,0,2,2,0,0,0.27,0.323,0.348,0.67,516770
Willi Castro,24,998,Maj-AL,Detroit,34,137,127,14,26,2,2,2,10,7,0,42,3,0,0,1,1,0,0.205,0.263,0.299,0.562,650489
Jake Cave,28,1002,Maj-AL,Minnesota,31,93,84,8,14,5,0,1,2,6,0,35,2,1,0,0,1,0,0.167,0.239,0.262,0.501,595909
Dylan Cease,25,1010,Maj-AL,Chicago,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.333,2.333,656302
Jhoulys Chac\xc3\xadn,33,999,Maj-NL,Colorado,4,6,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,468504
Yu Chang,25,997,Maj-AL,Cleveland,24,55,52,5,7,2,0,0,5,3,0,13,0,0,0,1,0,0,0.135,0.182,0.173,0.355,644374
