Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,22,238,Maj-NL,Washington,58,215,201,22,45,9,2,6,29,8,0,47,5,1,0,5,6,2,0.224,0.271,0.378,0.649,682928
Jos\xc3\xa9 Abreu,36,238,Maj-AL,Houston,64,269,246,18,54,8,0,3,29,17,1,64,3,0,3,7,0,1,0.22,0.275,0.289,0.564,547989
Ronald Acuna Jr.,25,237,Maj-NL,Atlanta,66,301,268,56,88,21,1,13,40,30,2,40,2,0,1,6,27,5,0.328,0.399,0.56,0.958,660670
Willy Adames,27,238,Maj-NL,Milwaukee,56,237,207,27,43,7,0,10,28,24,0,63,1,0,3,6,4,2,0.208,0.289,0.387,0.676,642715
Riley Adams,27,239,Maj-NL,Washington,13,51,45,3,12,3,1,2,6,5,0,17,0,1,0,2,0,0,0.267,0.34,0.511,0.851,656180
Jo Adell,24,241,Maj-AL,Los Angeles,1,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.333,0.5,1.333,1.833,666176
Ehire Adrianza,33,279,Maj-NL,Atlanta,5,11,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.091,0.0,0.091,501303
Jes\xc3\xbas Aguilar,33,253,Maj-AL,Oakland,36,115,104,8,23,2,0,5,9,8,2,31,1,0,1,3,0,0,0.221,0.281,0.385,0.665,542583
Nick Ahmed,33,238,Maj-NL,Arizona,36,109,104,10,23,5,0,2,12,5,0,25,0,0,0,0,4,0,0.221,0.257,0.327,0.584,605113
Hanser Alberto,30,249,Maj-AL,Chicago,30,90,82,11,18,5,0,3,16,4,0,13,1,2,1,1,0,0,0.22,0.261,0.39,0.652,593643
Ozzie Albies,26,237,Maj-NL,Atlanta,66,274,251,30,63,11,1,14,43,17,2,38,3,0,3,5,3,0,0.251,0.303,0.47,0.773,645277
