Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
CJ Abrams,22,292,Maj-NL,Washington,15,59,51,5,11,2,2,0,5,5,0,12,2,1,0,0,3,1,0.216,0.31,0.333,0.644,682928
Jos\xc3\xa9 Abreu,36,292,Maj-AL,Houston,16,71,67,3,16,2,0,0,5,3,1,18,1,0,0,0,0,0,0.239,0.282,0.269,0.55,547989
Ronald Acuna Jr.,25,292,Maj-NL,Atlanta,16,77,67,16,25,4,0,3,11,9,0,12,1,0,0,1,7,2,0.373,0.455,0.567,1.022,660670
Willy Adames,27,292,Maj-NL,Milwaukee,16,71,58,12,15,2,0,3,9,12,0,14,0,0,1,3,2,1,0.259,0.38,0.448,0.829,642715
Riley Adams,27,300,Maj-NL,Washington,2,9,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.111,0.111,0.111,0.222,656180
Ehire Adrianza,33,296,Maj-NL,Atlanta,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501303
Jes\xc3\xbas Aguilar,33,293,Maj-AL,Oakland,13,48,43,2,11,2,0,1,4,3,1,12,0,0,1,2,0,0,0.256,0.298,0.372,0.67,542583
Nick Ahmed,33,292,Maj-NL,Arizona,10,34,34,3,11,2,0,0,4,0,0,7,0,0,0,0,3,0,0.324,0.324,0.382,0.706,605113
Hanser Alberto,30,294,Maj-AL,Chicago,8,19,19,3,4,0,0,1,4,0,0,2,0,0,0,1,0,0,0.211,0.211,0.368,0.579,593643
Ozzie Albies,26,292,Maj-NL,Atlanta,16,68,65,6,17,1,0,3,11,2,0,12,0,0,1,2,0,0,0.262,0.279,0.415,0.695,645277
Nick Allen,24,295,Maj-AL,Oakland,8,17,16,2,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0.063,0.118,0.063,0.18,669397
Pete Alonso,28,292,Maj-NL,New York,16,70,60,14,16,1,0,8,14,10,0,14,0,0,0,2,0,0,0.267,0.371,0.683,1.055,624413
Francisco \xc3\x81lvarez,21,292,Maj-NL,New York,4,15,15,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0.067,0.067,0.067,0.133,682626
Yordan \xc3\x81lvarez,26,292,Maj-AL,Houston,14,63,52,10,15,3,0,4,20,8,1,16,2,0,1,1,0,0,0.289,0.397,0.577,0.974,670541
Brian Anderson,30,292,Maj-NL,Milwaukee,16,62,52,11,14,3,0,3,14,8,0,15,0,0,2,2,0,1,0.269,0.355,0.5,0.855,605119
Tim Anderson,30,298,Maj-AL,Chicago,11,49,47,9,14,5,0,0,4,2,0,10,0,0,0,0,5,0,0.298,0.327,0.404,0.731,641313
Elvis Andrus,34,292,Maj-AL,Chicago,16,62,57,6,11,3,0,0,4,3,1,11,1,0,1,0,2,0,0.193,0.242,0.246,0.488,462101
Orlando Arcia,28,296,Maj-NL,Atlanta,13,50,45,10,15,2,0,2,7,4,0,10,1,0,0,1,0,0,0.333,0.4,0.511,0.911,606115
Nolan Arenado,32,292,Maj-NL,St. Louis,16,73,66,8,22,3,0,2,13,6,1,14,0,0,1,4,0,0,0.333,0.384,0.47,0.853,571448
Gabriel Arias,23,292,Maj-AL,Cleveland,10,22,20,1,2,1,0,1,1,2,0,10,0,0,0,1,0,0,0.1,0.182,0.3,0.482,672356
Randy Arozarena,28,293,Maj-AL,Tampa Bay,15,66,58,11,17,3,0,3,17,5,0,12,2,0,1,1,2,1,0.293,0.364,0.5,0.864,668227
Luis Arr\xc3\xa1ez,26,292,Maj-NL,Miami,15,57,51,7,24,4,1,1,6,6,0,4,0,0,0,1,0,0,0.471,0.526,0.647,1.173,650333
Christian Arroyo,28,292,Maj-AL,Boston,15,50,47,3,8,2,0,0,3,2,0,13,0,1,0,3,1,0,0.17,0.204,0.213,0.417,624414
